"No.|Date|Genre|Bibl|ContextBefore|Hit|ContextAfter"
"436|2003-02-10|Zeitung|Berliner Zeitung, 10.02.2003|Viel ist seit dem geschehen.|In Deutschland, in Berlin, in der Politik und Technik.|Das HKW Moabit hat während der Weltkriege und in den Jahren des kalten Krieges Strom für die Berliner produziert und ist auch heute ein wichtiger Stromerzeuger der Hauptstadt."
"437|2003-02-10|Zeitung|Berliner Zeitung, 10.02.2003|Im Krisenmanagement haben Sie bei Infineon bereits reichlich Erfahrung gesammelt.|Welche Lehren können Sie der Politik geben?|Ich maße mir nicht an, der Politik Ratschläge zu erteilen."
"438|2003-02-10|Zeitung|Berliner Zeitung, 10.02.2003|Welche Lehren können Sie der Politik geben?|Ich maße mir nicht an, der Politik Ratschläge zu erteilen.|Aber ich kann mir vorstellen, dass vieles, was Firmen wie Infineon getan haben, zum Teil auf den Staat übertragbar wäre."
"439|2003-02-11|Zeitung|Berliner Zeitung, 11.02.2003|Das Eckwertepapier der Unionsgesundheitspolitiker wurde teils zurückgenommen.|Politik Seite 5|"
"440|2003-02-11|Zeitung|Berliner Zeitung, 11.02.2003|Selbst wenn die USA die Türkei nicht als Militärbasis nutzen würden, wird ein US-Angriff gegen Irak nicht abzuwenden sein.|Der ehemalige US-Außenminister Henry Kissinger nennt die Vetohaltung Deutschlands und Frankreichs in der Washington Post eine eklatante Fehleinschätzung amerikanischer Politik.|""Nachdem die USA so viele Truppen am Golf haben aufmarschieren lassen, kann die Regierung diese Leute nicht einfach wieder zurückholen, ohne sich selbst aber vor allem ohne ihre Alliierten in der Region lächerlich zu machen, die ihnen den Aufmarsch genehmigt haben."""
"441|2003-02-11|Zeitung|Berliner Zeitung, 11.02.2003|Er komme praktisch zu nichts anderem mehr als zur Außenpolitik, sagt der Kanzler.|Es gebe eine historische Situation, in der entschieden werde, ob Weltkonflikte mit Gewalt oder durch Politik gelöst würden.|Und doch - hinter den Türen des Vorstands ist der Richtungsstreit in der SPD voll entbrannt, vor dem sich die Regierung stets gefürchtet hat."
"442|2003-02-11|Zeitung|Berliner Zeitung, 11.02.2003|Auch an der Reformpolitik will die SPD festhalten - noch.|""Zum gegenwärtigen Zeitpunkt ist es so, dass wir auf der Basis der bisherigen Entscheidungen weiter die Politik machen wollen"", sagt SPD-Generalsekretär Olaf Scholz nach der Vorstandssitzung.|Selbstbewusst hört sich das allerdings nicht an."
"443|2003-02-11|Zeitung|Berliner Zeitung, 11.02.2003|Der angeblich goldene Boden hat vielmehr deutliche Risse bekommen.|Zehntausende Handwerker, die am Montag in Berlin und in vielen anderen deutschen Städten lautstark gegen die Politik der Bundesregierung protestierten, bezeichneten den Zustand ihrer Zunft auf diese Weise:|""Der Genosse der Bosse treibt das Handwerk in die Gosse!"""
"444|2003-02-11|Zeitung|Berliner Zeitung, 11.02.2003|Noch gilt der Mittelstand als Motor der deutschen Wirtschaft, doch der ist erheblich ins Stocken geraten.|Die Kleinbetriebe wurden von der Politik in den letzten Jahren sträflich vernachlässigt.|Das war bereits unter der Kohl-Regierung so."
"445|2003-02-11|Zeitung|Berliner Zeitung, 11.02.2003|Schließlich entlastete die Regierung mit der ersten Stufe der Steuerreform nicht etwa den Mittelstand, sondern vielmehr die Konzerne - erst die zweite Stufe soll bis 2005 Kleinbetriebe deutlich entlasten.|Doch nicht nur die Politik allein ist schuld an der Misere, auch das Handwerk selbst.|Die verstaubte Handwerksordnung muss - auch wenn es die Funktionäre nicht gerne hören - entrümpelt werden."
"446|2003-02-11|Zeitung|Berliner Zeitung, 11.02.2003|Der Standard|Europa hat die Chancen, die sich nach dem Ende des Kalten Krieges eröffnet hatten, schlichtweg verschlafen, es war und ist unfähig, eine eigene Politik als Gegenpol zu den USA zu entwickeln.|Das hat schwer wiegende Folgen:"
"447|2003-02-11|Zeitung|Berliner Zeitung, 11.02.2003|Sie steht mit dieser Haltung in Polen nicht allein.|Auch aus der Presse hallt nur Unterstützung für die Politik der USA.|Nachdem das Land die ""Erklärung der Acht"" unterzeichnet hatte, die die US-Pläne in Irak stärken sollte, erklärten Polens Medien:"
"448|2003-02-11|Zeitung|Berliner Zeitung, 11.02.2003|""Auch wir sind Europa"" - als Wink an jene Staaten in Europa, die den möglichen Krieg kritisierten.|Die Zeitung Rzeczpospolita sagte es klar: ""Weder die französische noch die deutsche Politik dürfen das Fundament der europäischen Politik sein.""|In einigen Staaten würden antiamerikanische Gefühle und Pazifismus für innenpolitische Ziele missbraucht - im Widerspruch zum europäischen Integrationsgedanken."
"449|2003-02-11|Zeitung|Berliner Zeitung, 11.02.2003|""Auch wir sind Europa"" - als Wink an jene Staaten in Europa, die den möglichen Krieg kritisierten.|Die Zeitung Rzeczpospolita sagte es klar: ""Weder die französische noch die deutsche Politik dürfen das Fundament der europäischen Politik sein.""|In einigen Staaten würden antiamerikanische Gefühle und Pazifismus für innenpolitische Ziele missbraucht - im Widerspruch zum europäischen Integrationsgedanken."
"450|2003-02-11|Zeitung|Berliner Zeitung, 11.02.2003|Oder, um mittels einer dramatischen Inszenierung den Eindruck zu vermeiden, die Vereinigten Staaten hätten aus einer Position der Schwäche verhandelt. ""|Das Beispiel lehrt, wie Politik zum Opfer ihrer eigenen Strategie werden kann.|Und es lässt fragen, ob George W. Bush sich nicht - trotz veränderter politischer und militärischer Koordinaten - in eine ähnliche Lage manövriert hat."
"451|2003-02-11|Zeitung|Berliner Zeitung, 11.02.2003|Politik: ""Bush über Saddam Hussein:|, Das Spiel ist aus ""von unseren Korrespondenten (7. Februar):"
"452|2003-02-11|Zeitung|Berliner Zeitung, 11.02.2003|Daniel Coats, US-Botschafter in Berlin, fordert im Interview mit der Berliner Zeitung:|""Wir erhoffen von einem Freund und Verbündeten, dass er uns nicht behindert, wenn wir unsere Politik verfolgen und andere zu überzeugen versuchen.""|Also, liebe freie Presse, bitte keine Behinderung der anstrengenden Überzeugungsarbeit des amerikanischen Außenministers durch irgendwelche Zweifel."
"453|2003-02-11|Zeitung|Berliner Zeitung, 11.02.2003|Politik: ""Irak-Konflikt spaltet Europa"" von unseren Korrespondenten (31. Januar):|Ich fühle mich verpflichtet, gegen die Erklärung des Außenministers Wlodzimierz Cimoszewicz zu protestieren."
"454|2003-02-11|Zeitung|Berliner Zeitung, 11.02.2003|--- -|Die Zeichen stehen auf Krieg, dafür spricht die große Politik mit ihren Truppenaufmärschen am Golf.|Und viele weiße Bettlaken, die Leute aus den Fenstern hängen, weil sie gegen den Krieg im Irak protestieren."
"455|2003-02-11|Zeitung|Berliner Zeitung, 11.02.2003|In der letzten Zeit hat George W. Bush häufiger Post von ihm bekommen.|Beittel kritisierte ihn für seine Politik, er fragte, ob nicht doch das Öl der Grund für den Aufmarsch ist, er konfrontierte Bush mit anderen Ansichten.|Noch nie hat er eine Antwort bekommen."
"456|2003-02-11|Zeitung|Berliner Zeitung, 11.02.2003|Unterstützt wurden sie von rund 5000 Demonstranten zu Fuß mit Trillerpfeifen und Klappern.|""Wenn die Politik der Bundesregierung so weitergeht, muss ich mindestens noch zehn Leute entlassen"", sagte ein Maler aus der Uckermark.|Eine Hand voll Mitarbeiter habe er schon entlassen müssen."
"457|2003-02-11|Zeitung|Berliner Zeitung, 11.02.2003|Der Präsident des Zentralverbandes des Deutschen Handwerks, Dieter Philipp, sagte in Berlin:|""Jetzt reicht s"" mit einer Politik, die Bürgern und Betrieben immer mehr Lasten auferlege.|Dadurch würden Leistung und Wachstum immer wieder abgewürgt."
"458|2003-02-11|Zeitung|Berliner Zeitung, 11.02.2003|Vielfach wurde der Bundeswirtschaftsminister in seiner Rede von Pfiffen und Buhrufen unterbrochen.|Clement wehrt sich gegen den Vorwurf, die Politik kümmere sich nur um Großkonzerne und nicht mehr um die kleinen Unternehmer.|Allein durch die nächsten beiden Steuerreformschritte zu Beginn der Jahre 2004 und 2005 solle der Mittelstand insgesamt um mindestens 15 Milliarden Euro entlastet werden."
"459|2003-02-12|Zeitung|Berliner Zeitung, 12.02.2003|Die Beratungen wurden vertagt.|Leitartikel Seite 4, Politik Seite 6|"
"460|2003-02-12|Zeitung|Berliner Zeitung, 12.02.2003|Er betonte aber gleichzeitig, dass Neuwahlen der beste Weg wären, eine neue Bundesregierung zu finden.|Tagesthema Seite 2, Politik Seiten 5 und 6|"
"461|2003-02-12|Zeitung|Berliner Zeitung, 12.02.2003|Die Wählerzustimmung liegt nur noch bei 30 Prozent, was aber niemanden sonderlich beunruhigt.|""Die Richtung der Politik stimmt"", heißt es aus der Parteispitze.|Dass die Stimmung nicht völlig darnieder liegt, hat paradoxerweise vor allem mit dem Irak zu tun."
"462|2003-02-12|Zeitung|Berliner Zeitung, 12.02.2003|Es ist klar, dass die Türkei bekommen sollte, was sie braucht.|Aber das ist zu einer belasteten Debatte geworden, weil sie für einen anderen, grundsätzlicheren Streit steht, und zwar, ob von unseren Verbündeten erwartet werden sollte, dass sie sich einfach der amerikanischen Politik anschließen.|Die Franzosen, die die Rebellion anführen, zeigen ein geringes Urteilsvermögen."
"463|2003-02-12|Zeitung|Berliner Zeitung, 12.02.2003|Man tut ihm sicher Unrecht, wenn man glaubt, die Frömmigkeit sei ihm nichts als ein Paravent gewesen, hinter dem der brutale Staatsmann desto wirksamer seine politischen Interessen habe durchsetzen können.|Die Verstellung gehörte zur Kunst wie zur Kunst der Politik.|Die List stand in hohem Kurs."
"464|2003-02-12|Zeitung|Berliner Zeitung, 12.02.2003|Das war Teil des Spiels.|Man konnte in der Liebe und in der Politik lügen und doch ein guter Christ sein.|Der Kardinal, einer der mächtigsten Männer der Christenheit, hatte ein Faible für den heiligen Hieronymus."
"465|2003-02-12|Zeitung|Berliner Zeitung, 12.02.2003|Die Allegorie ist die Kunst, das eine im anderen darzustellen.|Man sieht sofort, dass das auch das Wesen der Politik ist.|Vielleicht aber müssen wir erst wieder begreifen, dass auch der Einzelne nicht einfach nur er selbst bleiben darf."
"466|2003-02-12|Zeitung|Berliner Zeitung, 12.02.2003|Er ist schlaksig und gibt sich nahbar als ""einer von hier"".|""Hier"" meint Ostbrandenburg, die Gegend um Eberswalde und Schwedt - eine Region, in der man nicht Politik machen möchte, so aussichtslos scheint die Lage, die seit Jahren letal zunimmt, sich irgendwie aber auch kein bisschen verändert.|""Hier"" also kandidiert Henryk Wichmann, 25 Jahre alt, im Sommer 2002 als Bundestagsabgeordneter für die CDU."
"467|2003-02-12|Zeitung|Berliner Zeitung, 12.02.2003|Kein Wunder, dass der Verband nun eine alte Forderung wieder aufgreift: ARD und ZDF sollen auf Werbung verzichten und das Geschäft lieber den Kommerzsendern überlassen.|Ein Signal der Politik, dass sie die Sorgen der Privaten ernst nehme, so Doetz vor einigen Wochen, wäre ein Verbot zumindest der Hörfunkwerbung für die öffentlich-rechtlichen Wellen.|Die Unterschiede zwischen den beiden Lagern des dualen Systems sind beträchtlich: Allein im vergangenen Jahr strichen die Öffentlich-Rechtlichen Gebühren in Höhe von 6,5 Milliarden Euro ein, hinzu kamen noch gut eine halbe Milliarde Euro durch Werbung."
"468|2003-02-12|Zeitung|Berliner Zeitung, 12.02.2003|Die Themen sind vielseitig.|Neben aktueller Politik gibt es ausführliche Informationen zu Wirtschaft, Wissenschaft, Kultur und Service.|So erfährt man beispielsweise von Kinderarbeit in Portugal, von Samenbanken amerikanischer Soldaten oder von Managerseminaren der Bremer Shakespeare Company."
"469|2003-02-12|Zeitung|Berliner Zeitung, 12.02.2003|Ein weiteres Highlight:|Sonnabends sendet Radiokultur eine Stunde lang Mitschnitte von Vorträgen aus den Bereichen Wissenschaft, Kultur und Politik.|www. sfb. de."
"470|2003-02-12|Zeitung|Berliner Zeitung, 12.02.2003|Jeden Tag ab 19 Uhr geht das Uniradio mit seinem Magazin auf Sendung.|Themen aus den Bereichen Politik, Wirtschaft, Wissenschaft, Kultur und Gesellschaft werden darin im Gespräch mit Wissenschaftlern beleuchtet.|Außerdem gibt es Informationen rund um den universitären Alltag."
"471|2003-02-13|Zeitung|Berliner Zeitung, 13.02.2003|Und der lässt sich ethisch nicht rechtfertigen "", sagte er im Interview der Berliner Zeitung.|Kommentar Seite 4, Politik Seiten 5 und 6|"
"472|2003-02-13|Zeitung|Berliner Zeitung, 13.02.2003|Dass Camilleri das Italien Silvio Berlusconis nicht für eine normale Nation hält, darüber hat der Erfinder des Kommissars Montalbano seine Leser nie im Unklaren gelassen.|Camilleri zählt wie Antonio Tabucchi und Umberto Eco zu jenen Schriftstellern Italiens, die sich gerne zur Politik äußern und dabei auf diplomatische Zwischentöne verzichten.|Aus seiner Sympathie für die regierungskritische Bürgerbewegung um den Filmregisseur Nanni Moretti hat Camilleri nie ein Hehl gemacht."
"473|2003-02-13|Zeitung|Berliner Zeitung, 13.02.2003|Mondadori durfte drucken, die Redefreiheit ließ sich der Schriftsteller dadurch aber nicht nehmen.|Den Regierungschef und Medienunternehmer Berlusconi forderte Camilleri kürzlich auf, entweder sein Unternehmen zu verkaufen oder keine Politik mehr zu machen.|""Auf diesem Gebiet schafft jeder Kompromiss Monstren."""
"474|2003-02-13|Zeitung|Berliner Zeitung, 13.02.2003|Ein solches leuchtete plötzlich auf den Computerbildschirmen unserer Redaktion auf.|Mitten unter den Meldungen aus Politik und Wirtschaft erheischte die Überschrift Aufmerksamkeit:|CoreMedia launcht zu Release 4. 1 mit der Smart Content Technology eine modulare Produktstrategie."
"475|2003-02-13|Zeitung|Berliner Zeitung, 13.02.2003|Das gleiche Prinzip sollte für die internen Angelegenheiten Europas gelten.|Wenn eine gemeinsame Politik nicht notwendig ist, gibt es auch keinen Grund, sie künstlich zu erschaffen.|Für Idealisten mag dieser Ansatz wie Resignation klingen."
"476|2003-02-13|Zeitung|Berliner Zeitung, 13.02.2003|Am Montag unterzeichneten Deutschland, Frankreich und Russland eine gemeinsame Erklärung gegen den Krieg im Irak, gestern schloss sich China dieser Erklärung an.|Im UN-Sicherheitsrat sind die USA weit davon entfernt, eine Mehrheit für ihre Politik hinter sich zu scharen.|Da fragt sich schon, wer eigentlich isoliert ist."
"477|2003-02-13|Zeitung|Berliner Zeitung, 13.02.2003|Es liegt mir fern, dem amerikanischen Präsidenten seine persönliche Frömmigkeit abzusprechen.|Aber in der Art und Weise, in der er Elemente des christlichen Glaubens zur Rechtfertigung seiner Politik verwendet, ist er schlecht beraten.|Der Militäreinsatz der Amerikaner in Afghanistan hat kaum Proteste hervorgerufen."
"478|2003-02-13|Zeitung|Berliner Zeitung, 13.02.2003|""Wer die Kraft hat, seine Ehre zu wahren, muss es tun; wer das nicht kann, soll sich bescheiden und auf seinen Vorteil achten.""|Philopoimen, Wortführer der anderen Partei, sprach sich gerade für eine Politik der Ehre aus:|""Wenn wir unsere Rechte selbst preisgeben und bereit sind, unbesehen und aufs Wort gehorchend jeden Befehl zu befolgen, was wird uns dann noch von den Bewohnern Siziliens und Capuas unterscheiden, die schon längst Sklaven geworden sind?"""
"479|2003-02-13|Zeitung|Berliner Zeitung, 13.02.2003|All diese Vorschläge gibt es bereits.|Bei allem jedoch bleibt eine Aufgabe, zu der sich die Berliner Politik verpflichtet hat: 85000 Studienplätze in Berlin zu erhalten.|Zurzeit werden auf diesen Plätzen 138000 Studenten ausgebildet."
"480|2003-02-13|Zeitung|Berliner Zeitung, 13.02.2003|""Es gibt noch 300 andere Patente auf Pflanzen und Saatgut.|Die Entscheidung des Patentamtes muss der deutschen Politik klarmachen, dass sie die Gen-Patentrichtlinie der EU nicht in deutsches Recht überführen darf.""|Das Europäische Patentamt hat sich bei Patentvergaben wiederholt auf diese EU-Richtlinie (98/44) berufen, die dem rechtlichen Schutz biotechnologischer Erfindungen dienen soll."
"481|2003-02-14|Zeitung|Berliner Zeitung, 14.02.2003|""Wir tun unsere Pflicht für den Frieden"", begründete Schröder den Kurs von Rot-Grün.|Keine Realpolitik und keine Sicherheitsdoktrin dürfe dazu führen, dass man sich an den Krieg als Mittel der Politik gewöhne.|Fischer kritisierte die Prioritätensetzung der USA."
"482|2003-02-14|Zeitung|Berliner Zeitung, 14.02.2003|Es gebe keine überzeugende Antwort, wie man von den Anschlägen vom 11. September zu einem Irak-Krieg komme.|Die Parteichefs von CDU und FDP, Angela Merkel und Guido Westerwelle, warfen der Regierung vor, durch ihre Politik einen Krieg gegen Saddam Hussein wahrscheinlicher zu machen.|Merkel verwahrte sich zudem dagegen, ihre Partei als Kriegstreiber zu verleumden."
"483|2003-02-14|Zeitung|Berliner Zeitung, 14.02.2003|Sein Land verfüge aber nicht über die Mittel für einen Angriff auf Israel. (mit dpa, AP)|Seite 3, Leitartikel Seite 4, Politik S. 6, Wirtschaft S. 25|"
"484|2003-02-14|Zeitung|Berliner Zeitung, 14.02.2003|(mit mm.)|Politik S. 5, Wirtschaft S. 27|"
"485|2003-02-14|Zeitung|Berliner Zeitung, 14.02.2003|Auch mit einer zweiten Resolution würden 40 Prozent den Krieg ablehnen.|Laut der Umfrage im Auftrag der Times unterstützen nur noch 35 Prozent der Befragten die Politik der Labour-Partei.|Selbst in der eigenen Fraktion im Parlament versagen viele dem Premier die Unterstützung für seine Kriegspolitik."
